Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
13,13,1980-11-08,33-206,LAL,@,SAS,L (-3),,,9,,,0,,,5,7,.714,,,,,,,,,23,\
14,14,1980-11-11,33-209,LAL,@,ATL,W (+29),,,8,,,0,,,3,4,.750,,,,,,,,,19,\
15,15,1980-11-12,33-210,LAL,@,HOU,L (-3),,,7,,,0,,,4,4,1.000,,,,,,,,,18,\
16,16,1980-11-14,33-212,LAL,,SDC,W (+13),,,9,,,0,,,3,3,1.000,,,,,,,,,21,\
17,17,1980-11-16,33-214,LAL,,DAL,W (+8),,,8,,,0,,,1,3,.333,,,,,,,,,17,\
18,18,1980-11-18,33-216,LAL,,KCK,W (+13),,,6,,,0,,,3,3,1.000,,,,,,,,,15,\
19,19,1980-11-20,33-218,LAL,@,PHO,L (-3),,,12,,,0,,,5,5,1.000,,,,,,,,,29,\
20,20,1980-11-21,33-219,LAL,,PHO,W (+28),,,14,,,0,,,1,1,1.000,,,,,,,,,29,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
21,21,1980-11-23,33-221,LAL,,MIL,L (-16),,,5,,,0,,,8,10,.800,,,,,,,,,18,\
22,22,1980-11-27,33-225,LAL,@,GSW,W (+9),,,15,,,0,,,10,14,.714,,,,,,,,,40,\
23,23,1980-11-29,33-227,LAL,@,DEN,W (+1),,,8,,,0,,,9,12,.750,,,,,,,,,25,\
24,24,1980-11-30,33-228,LAL,,CHI,L (-14),,,12,,,0,,,4,5,.800,,,,,,,,,28,\
25,25,1980-12-03,33-231,LAL,,SDC,L (-6),,,12,,,0,,,9,10,.900,,,,,,,,,33,\
26,26,1980-12-06,33-234,LAL,@,GSW,L (-16),,,11,,,0,,,5,8,.625,,,,,,,,,27,\
27,27,1980-12-07,33-235,LAL,,UTA,W (+13),,,10,,,0,,,4,6,.667,,,,,,,,,24,\
28,28,1980-12-09,33-237,LAL,@,DAL,W (+11),,,12,,,0,,,5,5,1.000,,,,,,,,,29,\
29,29,1980-12-10,33-238,LAL,@,HOU,W (+1),,,9,,,0,,,4,4,1.000,,,,,,,,,22,\
30,30,1980-12-12,33-240,LAL,@,SEA,W (+6),,,10,,,0,,,10,14,.714,,,,,,,,,30,\
31,31,1980-12-14,33-242,LAL,,GSW,W (+9),,,13,20,.650,0,,,3,5,.600,,,,,,,,,29,\
32,32,1980-12-16,33-244,LAL,@,SDC,L (-5),,,15,,,0,,,2,2,1.000,,,,,,,,,32,\
33,33,1980-12-19,33-247,LAL,,POR,L (-4),,,13,,,0,,,8,9,.889,,,,,,,,6,34,\
34,34,1980-12-21,33-249,LAL,,SAS,W (+13),,,15,,,0,,,12,14,.857,,,,,,,,,42,\
35,35,1980-12-23,33-251,LAL,@,POR,L (-6),,,8,,,0,,,9,12,.750,,,,,,,,,25,\
36,36,1980-12-26,33-254,LAL,,IND,W (+1),,,10,,,0,,,9,10,.900,,,,,,,,,29,\
37,37,1980-12-27,33-255,LAL,@,PHO,L (-10),,,9,,,0,,,9,12,.750,,,,,,,,,27,\
38,38,1980-12-28,33-256,LAL,,PHI,W (+6),,,14,,,0,,,6,9,.667,,,,,,,,,34,\
39,39,1980-12-30,33-258,LAL,@,UTA,L (-10),,,13,,,0,,,4,4,1.000,,,,,,,,,30,\
40,40,1981-01-02,33-261,LAL,@,SAS,L (-6),,,17,,,0,,,2,2,1.000,,,,,,,,,36,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
41,41,1981-01-06,33-265,LAL,,WSB,W (+9),,,9,,,0,,,7,9,.778,,,,,,,,,25,\
42,42,1981-01-09,33-268,LAL,,SEA,W (+5),,,9,,,0,,,10,14,.714,,,,,,,,,28,\
43,43,1981-01-11,33-270,LAL,,DET,W (+9),,,9,,,0,,,4,5,.800,,,,,,,,6,22,\
44,44,1981-01-13,33-272,LAL,@,CLE,W (+4),,,13,,,0,,,3,3,1.000,,,,,,,,,29,\
45,45,1981-01-14,33-273,LAL,@,WSB,L (-10),,,11,,,0,,,3,3,1.000,,,,,,,,,25,\
46,46,1981-01-16,33-275,LAL,@,NJN,W (+2),,,13,,,0,,,5,7,.714,,,,,,,,,31,\
47,47,1981-01-18,33-277,LAL,@,BOS,L (-2),,,13,,,0,,,6,8,.750,,,,,,,,,32,\
48,48,1981-01-21,33-280,LAL,,ATL,W (+10),,,11,,,0,,,2,4,.500,,,,,,,,,24,\
49,49,1981-01-23,33-282,LAL,,DEN,W (+5),,,12,,,0,,,2,3,.667,,,,,,,,,26,\
50,50,1981-01-26,33-285,LAL,,POR,W (+12),,,12,,,0,,,0,0,,,,,,,,,,24,\
51,51,1981-01-27,33-286,LAL,,UTA,W (+7),,,10,,,0,,,7,11,.636,,,,,,,,,27,\
52,52,1981-01-29,33-288,LAL,,KCK,W (+14),,,13,,,0,,,9,10,.900,,,,,,,,,35,\
53,53,1981-02-04,33-294,LAL,@,IND,W (+6),,,10,,,0,,,9,15,.600,,,,,,,,,29,\
54,54,1981-02-06,33-296,LAL,@,DET,W (+9),,,11,,,0,,,3,4,.750,,,,,,,,,25,\
55,55,1981-02-08,33-298,LAL,@,PHI,L (-3),,,7,,,0,,,5,6,.833,,,,,,,,,19,\
56,56,1981-02-11,33-301,LAL,,BOS,L (-14),,,12,,,0,,,8,12,.667,,,,,,,,,32,\
57,57,1981-02-13,33-303,LAL,@,HOU,W (+9),,,11,,,0,,,8,8,1.000,,,,,,,,,30,\
58,58,1981-02-15,33-305,LAL,,DAL,W (+8),,,15,,,0,,,5,6,.833,,,,,,,,,35,\
59,59,1981-02-17,33-307,LAL,,NYK,W (+9),,,10,,,0,,,8,11,.727,,,,,,,,,28,\
60,60,1981-02-20,33-310,LAL,,HOU,L (-3),,,14,,,0,,,8,10,.800,,,,,,,,,36,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
61,61,1981-02-22,33-312,LAL,@,NYK,W (+3),,,12,,,0,,,8,9,.889,,,,,,,,,32,\
62,62,1981-02-24,33-314,LAL,@,CHI,W (+10),,,10,,,0,,,3,3,1.000,,,,,,,,,23,\
63,63,1981-02-25,33-315,LAL,@,MIL,L (-18),,,12,,,0,,,5,5,1.000,,,,,,,,,29,\
64,64,1981-02-27,33-317,LAL,,NJN,W (+4),,,11,,,0,,,6,8,.750,,,,,,,,,28,\
65,65,1981-03-01,33-319,LAL,,PHO,L (-5),,,12,,,0,,,4,6,.667,,,,,,,,,28,\
66,66,1981-03-03,33-321,LAL,@,KCK,W (+1),,,9,,,0,,,6,7,.857,,,,,,,,,24,\
67,67,1981-03-04,33-322,LAL,@,DEN,L (-9),,,10,,,0,,,6,7,.857,,,,,,,,,26,\
68,68,1981-03-10,33-328,LAL,,SAS,W (+14),,,16,,,0,,,3,5,.600,,,,,,,,,35,\
69,69,1981-03-12,33-330,LAL,@,SDC,W (+6),,,8,,,0,,,10,14,.714,,,,,,,,,26,\
70,70,1981-03-13,33-331,LAL,,KCK,W (+15),,,9,,,0,,,10,15,.667,,,,,,,,,28,\
71,71,1981-03-15,33-333,LAL,,SDC,L (-4),,,9,,,0,,,8,8,1.000,,,,,,,,,26,\
72,72,1981-03-17,33-335,LAL,@,DAL,W (+5),,,11,,,0,,,6,10,.600,,,,,,,,,28,\
73,73,1981-03-18,33-336,LAL,@,PHO,L (-12),,,11,,,0,,,5,5,1.000,,,,,,,,,27,\
74,74,1981-03-20,33-338,LAL,,SEA,W (+14),,,15,,,0,,,4,6,.667,,,,,,,,,34,\
75,75,1981-03-21,33-339,LAL,@,POR,W (+6),,,13,,,0,,,5,7,.714,,,,,,,,,31,\
76,76,1981-03-22,33-340,LAL,@,GSW,W (+2),,,12,,,0,,,7,12,.583,,,,,,,,,31,\
77,77,1981-03-24,33-342,LAL,,GSW,W (+7),,,6,,,0,,,4,5,.800,,,,,,,,,16,\
78,78,1981-03-27,33-345,LAL,@,SEA,W (+7),,,10,,,0,,,3,3,1.000,,,,,,,,,23,\
79,79,1981-03-28,33-346,LAL,@,UTA,L (-2),,,9,,,0,,,3,7,.429,,,,,,,,6,21,\
80,80,1981-03-29,33-347,LAL,,DEN,L (-2),,,5,,,0,,,0,0,,,,,,,,,,10,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
1,1,1981-10-30,34-197,LAL,,HOU,L (-1),,,11,,,0,,,11,16,.688,,,,,,,,,33,\
2,2,1981-11-03,34-201,LAL,@,POR,L (-2),,,12,,,0,,,9,13,.692,,,,,,,,,33,\
3,3,1981-11-04,34-202,LAL,@,SEA,W (+3),,,8,,,0,,,4,5,.800,,,,,,,,,20,\
4,4,1981-11-06,34-204,LAL,,PHO,L (-2),,,12,,,0,,,3,3,1.000,,,,,,,,,27,\
5,5,1981-11-08,34-206,LAL,,DAL,W (+10),,,5,,,0,,,5,6,.833,,,,,,,,,15,\
6,6,1981-11-10,34-208,LAL,@,SAS,L (-26),,,13,,,0,,,3,3,1.000,,,,,,,,,29,\
7,7,1981-11-11,34-209,LAL,@,HOU,W (+2),,,9,,,0,,,3,3,1.000,,,,,,,,,21,\
8,8,1981-11-13,34-211,LAL,,POR,W (+4),,,11,,,0,,,7,10,.700,,,,,,,,,29,\
9,9,1981-11-14,34-212,LAL,@,PHO,W (+1),,,7,,,0,,,7,12,.583,,,,,,,,,21,\
10,10,1981-11-15,34-213,LAL,,IND,W (+1),,,11,,,0,,,1,12,.083,,,,,,,,,23,\
11,11,1981-11-18,34-216,LAL,@,UTA,W (+3),,,11,,,0,,,5,5,1.000,,,,,,,,,27,\
12,12,1981-11-20,34-218,LAL,,SAS,W (+20),,,15,,,0,,,0,1,.000,,,,,,,,,30,\
13,13,1981-11-21,34-219,LAL,@,SDC,W (+2),,,12,,,0,,,9,11,.818,,,,,,,,,33,\
14,14,1981-11-24,34-222,LAL,@,DAL,W (+15),,,9,,,0,,,7,7,1.000,,,,,,,,,25,\
15,15,1981-11-25,34-223,LAL,@,SAS,W (+21),,,6,,,0,,,3,4,.750,,,,,,,,,15,\
16,16,1981-11-27,34-225,LAL,,SDC,L (-9),,,12,,,0,,,6,10,.600,,,,,,,,,30,\
17,17,1981-11-29,34-227,LAL,,HOU,W (+18),,,10,,,0,,,3,5,.600,,,,,,,,,23,\
18,18,1981-12-01,34-229,LAL,,UTA,W (+31),,,4,,,0,,,6,9,.667,,,,,,,,,14,\
19,19,1981-12-02,34-230,LAL,@,SEA,L (-8),,,10,,,0,,,10,13,.769,,,,,,,,,30,\
20,20,1981-12-04,34-232,LAL,@,DEN,W (+9),,,7,,,0,,,3,4,.750,,,,,,,,,17,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
21,21,1981-12-06,34-234,LAL,,KCK,W (+13),,,9,,,0,,,2,4,.500,,,,,,,,,20,\
22,22,1981-12-08,34-236,LAL,,WSB,W (+4),,,6,,,0,,,4,8,.500,,,,,,,,,16,\
23,23,1981-12-11,34-239,LAL,,POR,W (+8),,,13,,,0,,,3,6,.500,,,,,,,,,29,\
24,24,1981-12-13,34-241,LAL,,GSW,W (+4),,,15,,,0,,,3,8,.375,,,,,,,,,33,\
25,25,1981-12-17,34-245,LAL,@,GSW,L (-5),,,9,,,0,,,10,13,.769,,,,,,,,,28,\
26,26,1982-01-03,34-262,LAL,,SEA,L (-20),,,13,,,0,,,0,0,,,,,,,,,,26,\
27,27,1982-01-08,34-267,LAL,@,CHI,L (-6),,,7,,,0,,,2,2,1.000,,,,,,,,,16,\
28,28,1982-01-09,34-268,LAL,@,DET,W (+3),,,13,,,0,,,5,8,.625,,,,,,,,,31,\
29,29,1982-01-10,34-269,LAL,@,MIL,L (-11),,,9,,,0,,,4,6,.667,,,,,,,,,22,\
30,30,1982-01-12,34-271,LAL,@,CLE,W (+14),,,7,,,0,,,6,6,1.000,,,,,,,,,20,\
31,31,1982-01-15,34-274,LAL,@,IND,W (+5),,,11,,,0,,,8,8,1.000,,,,,,,,,30,\
32,32,1982-01-17,34-276,LAL,@,KCK,W (+12),,,4,,,0,,,2,4,.500,,,,,,,,,10,\
33,33,1982-01-19,34-278,LAL,@,DEN,L (-1),,,9,,,0,,,4,5,.800,,,,,,,,,22,\
34,34,1982-01-20,34-279,LAL,,NJN,W (+19),,,8,,,0,,,4,8,.500,,,,,,,,,20,\
35,35,1982-01-22,34-281,LAL,,DET,W (+12),,,9,,,0,,,1,1,1.000,,,,,,,,,19,\
36,36,1982-01-26,34-285,LAL,,MIL,L (-2),,,7,,,0,,,2,6,.333,,,,,,,,,16,\
37,37,1982-01-28,34-287,LAL,,PHO,W (+10),,,14,,,0,,,3,3,1.000,,,,,,,,,31,\
38,38,1982-02-02,34-292,LAL,@,GSW,L (-2),,,12,,,0,,,5,5,1.000,,,,,,,,,29,\
39,39,1982-02-03,34-293,LAL,,NYK,L (-4),,39:00,6,14,.429,0,,,0,2,.000,,,4,7,,,,3,12,\
40,40,1982-02-05,34-295,LAL,@,WSB,W (+3),,33:00,3,9,.333,0,,,4,6,.667,,,8,3,,0,,3,10,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
41,41,1982-02-07,34-297,LAL,@,BOS,W (+6),,,16,,,0,,,3,4,.750,,,,,,,,,35,\
42,42,1982-02-09,34-299,LAL,@,ATL,W (+13),,,3,,,0,,,8,9,.889,,,,,,,,,14,\
43,43,1982-02-10,34-300,LAL,@,KCK,L (-23),,,8,,,0,,,4,4,1.000,,,,,,,,,20,\
44,44,1982-02-12,34-302,LAL,,SAS,L (-6),,,5,,,0,,,0,1,.000,,,,,,,,,10,\
45,45,1982-02-14,34-304,LAL,,BOS,L (-5),,,7,,,0,,,7,10,.700,,,,,,,,,21,\
46,46,1982-02-16,34-306,LAL,,SEA,W (+7),,,12,,,0,,,2,4,.500,,,,,,,,,26,\
47,47,1982-02-19,34-309,LAL,,GSW,W (+20),,,8,,,0,,,1,4,.250,,,,,,,,,17,\
48,48,1982-02-21,34-311,LAL,@,DEN,W (+1),,34:00,8,14,.571,0,0,,7,8,.875,,,8,2,,,,2,23,\
49,49,1982-02-23,34-313,LAL,,DEN,W (+16),,26:00,8,13,.615,0,0,,1,1,1.000,,,7,3,,,,3,17,\
50,50,1982-02-25,34-315,LAL,@,SEA,W (+6),,,12,,,0,,,7,9,.778,,,,,,,,,31,\
51,51,1982-02-26,34-316,LAL,,PHI,W (+2),,49:00,17,27,.630,0,0,,7,11,.636,,,19,3,,5,,2,41,\
52,52,1982-02-28,34-318,LAL,,CLE,W (+1),,40:00,15,23,.652,0,,,2,9,.222,,,8,0,,0,,1,32,\
53,53,1982-03-03,34-321,LAL,@,NJN,L (-8),,38:00,11,17,.647,0,,,8,10,.800,,,6,2,,,,1,30,\
54,54,1982-03-04,34-322,LAL,@,NYK,L (-10),,45:00,18,33,.545,0,,,3,3,1.000,,,14,3,,,,4,39,\
55,55,1982-03-07,34-325,LAL,@,PHI,L (-6),,38:00,11,17,.647,0,0,,4,6,.667,,,10,3,,5,,3,26,\
56,56,1982-03-09,34-327,LAL,,KCK,W (+6),,28:00,6,10,.600,0,,,4,6,.667,,,6,2,0,4,,4,16,\
57,57,1982-03-12,34-330,LAL,,CHI,L (-6),,41:00,10,22,.455,0,0,,3,4,.750,,,6,10,,,,5,23,\
58,58,1982-03-14,34-332,LAL,,DAL,W (+22),,,12,,,0,,,4,4,1.000,,,,,,,,,28,\
59,59,1982-03-16,34-334,LAL,@,POR,W (+12),,,11,,,0,,,2,3,.667,,,,,,,,,24,\
60,60,1982-03-17,34-335,LAL,@,UTA,W (+8),,,13,,,0,,,2,4,.500,,,,,,,,,28,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
61,61,1982-03-19,34-337,LAL,@,DAL,W (+6),,,11,,,0,,,1,4,.250,,,,,,,,,23,\
62,62,1982-03-21,34-339,LAL,,HOU,W (+5),,,6,,,0,,,0,1,.000,,,,,,,,,12,\
63,63,1982-03-23,34-341,LAL,,DAL,L (-2),,,10,,,0,,,12,17,.706,,,,,,,,,32,\
64,64,1982-03-26,34-344,LAL,@,SAS,L (-5),,,11,,,0,,,6,8,.750,,,,,,,,,28,\
65,65,1982-03-28,34-346,LAL,@,KCK,W (+5),,,8,,,0,,,2,2,1.000,,,,,,,,,18,\
66,66,1982-03-30,34-348,LAL,,SDC,W (+23),,,11,,,0,,,6,7,.857,,,,,,,,,28,\
67,67,1982-04-01,34-350,LAL,@,SDC,W (+17),,,6,,,0,,,4,6,.667,,,,,,,,,16,\
68,68,1982-04-02,34-351,LAL,,PHO,L (-10),,,9,,,0,,,1,3,.333,,,,,,,,,19,\
69,69,1982-04-04,34-353,LAL,,POR,W (+18),,,11,,,0,,,2,2,1.000,,,,,,,,,24,\
70,70,1982-04-06,34-355,LAL,@,HOU,W (+11),,,7,,,0,,,6,8,.750,,,,,,,,,20,\
71,71,1982-04-09,34-358,LAL,,DEN,W (+25),,,9,,,0,,,2,2,1.000,,,,,,,,,20,\
72,72,1982-04-11,34-360,LAL,,SEA,W (+3),,,15,,,0,,,3,4,.750,,,,,,,,,33,\
73,73,1982-04-13,34-362,LAL,@,GSW,L (-5),,,13,,,0,,,1,3,.333,,,,,,,,,27,\
74,74,1982-04-14,34-363,LAL,,UTA,W (+13),,,11,,,0,,,0,0,,,,,,,,,,22,\
75,75,1982-04-16,35-000,LAL,,GSW,W (+16),,,11,,,0,,,4,5,.800,,,,,,,,,26,\
76,76,1982-04-18,35-002,LAL,@,PHO,W (+5),,40:00,14,26,.538,0,0,,6,7,.857,,,7,1,,,,2,34,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
1,1,1982-10-29,35-196,LAL,,GSW,L (-15),,,10,,,0,,,0,1,.000,,,10,,,,,,20,\
2,2,1982-11-03,35-201,LAL,@,DEN,W (+1),,,10,,,0,,,2,4,.500,,,,,,,,,22,\
3,3,1982-11-04,35-202,LAL,,DEN,W (+23),,,5,11,.455,0,,,2,2,1.000,,,,,,,,,12,\
4,4,1982-11-06,35-204,LAL,@,UTA,W (+3),,,10,20,.500,0,,,2,2,1.000,,,,,,,,,22,\
5,5,1982-11-07,35-205,LAL,,POR,W (+14),,,11,21,.524,0,,,0,2,.000,,,11,,,,,,22,\
6,6,1982-11-09,35-207,LAL,,KCK,W (+22),,,7,17,.412,0,,,2,2,1.000,,,7,,,,,,16,\
7,7,1982-11-12,35-210,LAL,,HOU,W (+31),,,4,5,.800,0,,,2,2,1.000,,,,,,,,,10,\
8,8,1982-11-14,35-212,LAL,,CLE,W (+13),,,11,15,.733,0,,,3,6,.500,,,,,,,,,25,\
9,9,1982-11-16,35-214,LAL,@,PHO,L (-8),,,12,27,.444,0,,,6,7,.857,,,15,,,,,,30,\
10,10,1982-11-17,35-215,LAL,@,DAL,L (-1),,,9,17,.529,0,,,4,6,.667,,,,,,,,,22,\
11,11,1982-11-19,35-217,LAL,,WSB,W (+30),,,10,13,.769,0,,,3,3,1.000,,,,,,,,,23,\
12,12,1982-11-21,35-219,LAL,,DEN,W (+14),,,10,13,.769,0,,,2,4,.500,,,,,,,,,22,\
13,13,1982-11-24,35-222,LAL,@,SEA,W (+18),,,10,16,.625,0,,,3,6,.500,,,13,,,,,,23,\
14,14,1982-11-26,35-224,LAL,@,SDC,W (+2),,,7,19,.368,0,,,8,10,.800,,,13,,,,,,22,\
15,15,1982-11-28,35-226,LAL,,GSW,W (+15),,,10,14,.714,0,,,7,8,.875,,,,,,,,,27,\
16,16,1982-11-30,35-228,LAL,@,SAS,L (-3),,,8,21,.381,0,,,5,5,1.000,,,,,,,,,21,\
17,17,1982-12-01,35-229,LAL,@,HOU,W (+11),,,5,10,.500,0,,,2,2,1.000,,,8,,,,,,12,\
18,18,1982-12-03,35-231,LAL,,POR,W (+15),,,10,16,.625,0,,,2,2,1.000,,,,,,,,,22,\
19,19,1982-12-05,35-233,LAL,,PHI,L (-10),,27:00,7,11,.636,0,0,,1,2,.500,,,2,3,,2,,4,15,\
20,20,1982-12-08,35-236,LAL,,PHO,W (+3),,,3,16,.188,0,,,4,5,.800,,,,,,,,,10,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
21,21,1982-12-10,35-238,LAL,@,UTA,W (+6),,,9,11,.818,0,,,3,4,.750,,,,,,,,,21,\
22,22,1982-12-11,35-239,LAL,@,GSW,W (+21),,,5,12,.417,0,,,3,3,1.000,,,,,,,,,13,\
23,23,1982-12-14,35-242,LAL,@,POR,L (-4),,,6,15,.400,0,,,2,4,.500,,,,,,,,,14,\
24,24,1982-12-19,35-247,LAL,,DAL,W (+2),,,13,19,.684,0,,,7,12,.583,,,17,,,,,,33,\
25,25,1982-12-22,35-250,LAL,,UTA,W (+24),,,9,14,.643,0,,,3,3,1.000,,,,,,,,,21,\
26,26,1982-12-23,35-251,LAL,@,SDC,W (+5),,,9,11,.818,0,,,0,2,.000,,,7,,,,,,18,\
27,27,1982-12-26,35-254,LAL,@,HOU,W (+2),,,6,13,.462,0,,,8,10,.800,,,,,,,,,20,\
28,28,1982-12-29,35-257,LAL,@,GSW,W (+10),,,7,12,.583,0,,,5,7,.714,,,,,,,,,19,\
29,29,1982-12-30,35-258,LAL,,SEA,W (+20),,,9,13,.692,0,,,3,4,.750,,,,,,,,,21,\
30,30,1983-01-02,35-261,LAL,,DET,W (+15),,,13,18,.722,0,,,2,4,.500,,,,,,,,,28,\
31,31,1983-01-06,35-265,LAL,@,CLE,W (+18),,,4,9,.444,0,,,5,5,1.000,,,,,,,,,13,\
32,32,1983-01-08,35-267,LAL,@,NYK,W (+18),,,7,14,.500,0,,,1,3,.333,,,10,,,,,,15,\
33,33,1983-01-11,35-270,LAL,@,NJN,L (-14),,,7,13,.538,0,,,2,4,.500,,,,,,,,,16,\
34,34,1983-01-15,35-274,LAL,@,ATL,W (+19),,,7,12,.583,0,,,1,1,1.000,,,,,,,,,15,\
35,35,1983-01-19,35-278,LAL,,SDC,W (+3),,,6,11,.545,0,,,2,4,.500,,,,,,,,,14,\
36,36,1983-01-21,35-280,LAL,,SAS,W (+9),,,9,14,.643,0,,,5,6,.833,,,,,,,,,23,\
37,37,1983-01-23,35-282,LAL,,IND,W (+3),,,12,17,.706,0,,,2,2,1.000,,,,7,,,,,26,\
38,38,1983-01-25,35-284,LAL,@,POR,W (+5),,,10,17,.588,0,,,5,5,1.000,,,,,,,,,25,\
39,39,1983-01-26,35-285,LAL,,MIL,W (+2),,,12,18,.667,0,,,5,9,.556,,,,,,,,,29,\
40,40,1983-01-28,35-287,LAL,,ATL,W (+24),,,3,13,.231,0,,,4,4,1.000,,,,,,,,,10,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
41,41,1983-01-30,35-289,LAL,@,BOS,L (-15),,,12,22,.545,0,,,3,3,1.000,,,,,,,,,27,\
42,42,1983-02-02,35-292,LAL,@,DAL,L (-2),,,14,16,.875,0,,,6,7,.857,,,,,,,,,34,\
43,43,1983-02-04,35-294,LAL,@,KCK,W (+18),,,14,20,.700,0,,,0,1,.000,,,,,,,,,28,\
44,44,1983-02-06,35-296,LAL,,KCK,W (+10),,,8,12,.667,0,,,2,5,.400,,,,,,,,,18,\
45,45,1983-02-08,35-298,LAL,@,SEA,W (+3),,,11,22,.500,0,,,8,8,1.000,,,,,,,,,30,\
46,46,1983-02-09,35-299,LAL,,UTA,W (+14),,,6,13,.462,0,,,4,6,.667,,,13,,,,,,16,\
47,47,1983-02-15,35-305,LAL,,SAS,L (-21),,,10,22,.455,0,,,6,7,.857,,,10,,,,,,26,\
48,48,1983-02-17,35-307,LAL,@,DAL,W (+17),,,14,19,.737,0,,,4,5,.800,,,13,,,,,,32,\
49,49,1983-02-18,35-308,LAL,@,KCK,L (-6),,,9,11,.818,0,,,5,8,.625,,,,,,,,,23,\
50,50,1983-02-20,35-310,LAL,@,IND,W (+14),,,12,16,.750,0,,,2,3,.667,,,13,,,,,,26,\
51,51,1983-02-23,35-313,LAL,,BOS,L (-9),,,7,18,.389,0,,,0,0,,,,,,,,,,14,\
52,52,1983-02-26,35-316,LAL,@,UTA,L (-9),,,7,18,.389,0,,,1,1,1.000,,,9,,,,,,15,\
53,53,1983-02-27,35-317,LAL,,DEN,L (-15),,,5,10,.500,0,,,5,5,1.000,,,,,,,,,15,\
54,54,1983-03-01,35-319,LAL,@,CHI,W (+3),,,12,15,.800,0,,,7,9,.778,,,13,8,,,,,31,\
55,55,1983-03-02,35-320,LAL,@,MIL,W (+10),,,13,17,.765,0,,,4,4,1.000,,,7,,,,,,30,\
56,56,1983-03-04,35-322,LAL,@,WSB,L (-3),,,8,20,.400,0,,,5,8,.625,,,,,,,,,21,\
57,57,1983-03-05,35-323,LAL,@,DET,W (+14),,,10,16,.625,0,,,2,2,1.000,,,,,,,,,22,\
58,58,1983-03-08,35-326,LAL,@,GSW,W (+4),,,10,19,.526,0,,,4,5,.800,,,,,,,,,24,\
59,59,1983-03-09,35-327,LAL,,SDC,W (+5),,,13,15,.867,0,,,5,7,.714,,,8,,,,,,31,\
60,60,1983-03-12,35-330,LAL,,CHI,W (+7),,,11,14,.786,0,,,0,0,,,,,,,,,,22,\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
61,61,1983-03-16,35-334,LAL,,PHO,W (+9),,,5,14,.357,0,,,2,3,.667,,,,,,,,,12,\
62,62,1983-03-18,35-336,LAL,,KCK,W (+13),,,14,22,.636,0,,,7,11,.636,,,,,,,,,35,\
63,63,1983-03-19,35-337,LAL,@,SDC,L (-8),,,6,8,.750,0,,,4,6,.667,,,8,,,,,,16,\
64,64,1983-03-20,35-338,LAL,,DAL,W (+7),,,10,13,.769,0,,,3,3,1.000,,,,,,,,,23,\
65,65,1983-03-22,35-340,LAL,,SEA,W (+15),,,8,12,.667,0,,,1,1,1.000,,,,,,,,,17,\
66,66,1983-03-25,35-343,LAL,,SAS,L (-12),,,10,15,.667,0,,,3,3,1.000,,,,,,,,6,23,\
67,67,1983-03-27,35-345,LAL,,HOU,W (+21),,,6,9,.667,0,,,5,9,.556,,,,,,,,,17,\
68,68,1983-03-29,35-347,LAL,,SDC,W (+18),,,10,14,.714,0,,,6,7,.857,,,7,,,,,,26,\
